dias_reais,dias_estimados_antigo,dias_previstos_ia
9,39,12.292536629614178
17,18,10.298554428822445
1,12,3.3590091928997934
7,23,8.734468318863481
9,19,9.331903394672228
15,26,13.660975395302733
7,20,10.16909617367986
5,24,13.845230381505424
16,39,14.676393220615818
7,33,14.314865374109154
10,19,11.246426870347706
4,21,12.311063586113292
8,8,6.777939123553018
21,25,16.46482921783029
7,25,9.970649466052945
5,22,5.381676146855829
6,10,6.107138981006877
26,31,19.68200084315729
34,23,23.295083251491977
23,24,17.30953838207644
8,26,13.91084235214259
13,26,12.262064863267756
7,15,7.571367423994732
6,24,6.077410513016037
5,22,5.271077050716018
11,34,13.621273317088377
28,24,15.184974924088198
30,29,27.14238920273863
5,13,10.59199338907202
2,19,4.5799445252317925
8,21,10.71524200590612
15,28,7.86652895630403
22,39,18.056001840567518
5,15,4.504288503815489
27,46,23.38643358574238
21,38,20.86959901188003
7,22,12.058853222545826
4,27,13.124465033405952
3,22,5.33436131398989
21,24,17.264706316959444
1,13,1.9682452868837366
22,21,12.194732156200873
6,18,9.401689022725213
14,22,13.71340545268981
9,24,14.068274725814804
12,23,14.598107996718632
8,26,17.65269049391993
12,33,15.669875317478166
13,65,17.677289408620485
4,20,4.284547434083612
30,25,16.832397608062912
18,17,13.701264528154873
10,23,11.474715645632607
11,18,9.053204250504475
10,18,8.341446113171388
7,15,7.765168779173951
3,10,5.034918705474163
7,19,7.395739174279012
5,15,5.022378030286809
12,25,13.703322341599128
16,22,16.085237382732796
3,19,4.96045765798907
34,23,21.675895469754536
17,38,14.880564947456621
6,25,8.432466380599541
12,39,18.891827636652362
4,27,10.527936315353013
9,28,11.145870929557969
11,19,10.80362118992075
23,36,18.67071542104685
13,31,12.986212411205909
8,19,15.18607752333918
12,23,13.61290940466672
20,27,17.442027744458166
10,16,9.952778332312903
9,19,11.368487351649076
14,38,16.117029051808014
15,35,14.34684841508115
5,17,9.01422098687576
12,23,15.77731290978987
5,18,7.656080694136681
15,23,15.028281352681818
4,17,4.97577944622488
6,15,5.482361553982463
8,22,7.8986015493127555
5,13,6.539427096703719
18,39,23.81247123821611
7,34,16.11130381294582
16,29,13.052209465907223
3,26,5.3185477286967355
17,31,15.305712204462207
19,23,13.866563536448405
10,23,12.009532813081373
17,26,14.75629181126922
12,24,10.738497969312089
12,31,15.836574506942394
14,24,12.645561837346413
9,25,12.496411201473114
5,13,10.731340934416192
5,15,4.083751427864758
11,23,9.468076519330596
9,16,7.1853031818295525
8,22,10.869692981821135
5,11,7.640767200635216
2,15,3.5344490371450883
6,16,7.490969450207581
4,16,4.536076916884486
8,15,10.522924406654987
8,22,13.255173290657957
25,26,19.746110921425306
6,20,7.845063279995003
3,15,4.320699613357254
12,16,4.300749675499068
7,16,11.45667012211229
2,12,3.9355258994721503
17,33,13.969710039814156
6,19,12.082434862860387
19,34,19.204832653991247
7,20,10.098098347173856
13,27,13.52923773194381
21,23,20.446562601931358
14,25,13.166014678886546
21,25,19.29102871913982
8,23,13.968263348524056
9,39,12.273413156945697
1,12,3.0715242345381277
6,29,14.33540680369675
11,18,10.510989358960853
6,24,7.77608452975264
9,21,9.368442861220766
7,34,9.182251594657812
3,9,4.195944708408123
9,22,10.263442974872394
6,19,5.383812841623248
17,37,12.372445386768733
27,34,20.43322275882238
11,17,9.536751783992443
13,27,15.04535987269032
4,12,4.997040228914194
9,11,6.79749635194265
15,24,15.204577286226346
5,21,10.744649367221736
19,45,20.31152221225986
6,13,7.531434609382912
11,11,8.62077752774911
7,13,9.89787473926732
13,30,11.788014243820646
18,23,9.348812086680805
6,23,10.463366036454055
6,13,8.310530891645335
4,19,6.708495628964675
6,20,9.661561315166574
9,19,12.16023460901368
11,19,11.095961388756084
4,21,9.35874396045811
18,22,17.56360968288926
5,17,10.841059289641933
12,32,12.000051968971327
8,13,7.224065254553312
3,14,6.883312192694559
9,34,9.883159626526774
6,36,11.983001972958325
5,19,12.720273874332351
3,12,3.4336200529202863
15,21,12.030677334962753
11,29,11.467111448849577
8,21,11.047552072528106
13,28,14.131377606036635
8,29,12.568335993749931
2,20,3.0361815817447364
27,30,12.683808877334638
7,14,5.357891544755577
9,31,10.889969088025143
4,22,4.288654924366918
15,22,13.067876350067959
2,16,4.823046693531219
14,24,14.039302516865229
6,26,9.244320884819174
7,19,8.91638939812111
10,19,9.287208176860567
14,27,14.378590468707833
22,21,12.846956218874091
13,20,10.271076070627334
5,23,10.724600614388583
7,12,5.713581332096234
8,28,17.570375154907307
3,17,4.988879426299427
6,19,8.764101598402917
8,27,10.604521502679974
19,29,16.46789458971118
7,31,17.2917639681267
11,22,14.67765805484406
25,27,24.051019410883605
7,15,6.641787380055892
15,63,12.913806162584205
7,19,7.919307855620733
14,28,12.889203393108218
18,23,13.219256311376434
13,24,18.083082455135344
14,21,14.094770327675436
12,24,12.00949475829919
9,20,15.780617950358874
9,41,10.747380222340672
8,20,7.937152158299657
7,21,10.830862886312817
1,17,3.6236927016741647
7,41,12.907130538594384
18,26,15.312192476565038
4,23,9.262511066080124
2,22,9.794416376629652
14,26,13.814767812989937
10,44,11.800636319723464
46,21,23.526081698737865
7,19,9.922121205522965
9,30,8.531056670285167
18,30,16.585768534347217
13,33,13.256997183363922
10,24,11.143855231288425
2,13,2.410126203388653
14,35,10.953266516433892
12,24,11.92644231869059
3,16,9.279928476326466
7,23,7.400850000401403
8,29,10.105657999099682
5,20,6.065482288278799
10,22,12.71239152607797
22,27,20.43171723121285
9,23,13.648588595539591
12,30,15.382293031530626
6,13,5.676226252099398
3,10,3.3701642910896266
18,26,17.82414599470109
4,23,12.00306343986879
9,22,13.809733284166358
17,54,11.905528042379038
12,19,10.001574841140945
2,9,4.243971635195601
4,16,8.31644687266184
16,29,14.848884922435031
11,28,12.113027115537296
11,28,15.403831897026397
4,20,7.155540928384364
7,24,11.15043408737122
6,20,12.513819901094692
19,31,13.057072622151203
11,21,14.904808661097993
10,27,11.09083426380967
8,25,13.340840067974026
10,20,9.579360004321815
10,27,12.82104220416307
23,26,14.220364645562947
11,26,12.161913725449168
41,31,12.669180863623037
5,22,10.567154555359537
13,19,13.900676455596713
16,21,11.150814686537094
8,17,7.4863313332363655
19,19,16.4176497084845
15,37,14.69551801026115
11,32,14.872686828631377
3,14,5.0828795715709125
18,33,14.783573573011795
11,21,13.038215867376532
10,44,12.05288634433467
8,22,10.907987865009675
4,10,4.415797271417214
5,19,12.42595487792766
20,28,15.854138819608346
23,12,15.472747488684625
5,20,4.6952469807002055
1,4,3.3118080982290423
7,11,10.347703036115144
6,18,5.238823785396681
12,24,18.552851901244686
4,7,4.738619746274244
7,33,11.69546719850398
10,16,12.941534619772776
13,30,14.771085481931356
5,40,9.298369342334103
14,32,16.96382195476571
19,31,15.389038701237851
3,8,5.905019919416967
13,21,13.069999147169954
21,24,13.39788129437486
5,17,5.1265821541267655
20,25,20.95508621427088
29,26,18.96982533857584
12,19,13.789589344494026
11,19,11.432618945831074
5,12,4.171190358816226
9,28,11.618616677904926
5,18,5.408161318739985
8,19,7.307010574611691
3,22,6.698104579419171
7,15,5.946738190147743
9,24,10.715362701685903
11,24,12.8970140829617
4,16,4.33264705352842
31,23,23.427731294712743
8,21,11.233178914187718
45,37,35.500724832214765
4,12,5.498797008988784
2,27,7.333940411038425
6,18,9.687818269973143
5,17,7.398458847500809
11,18,11.262915368964167
12,26,14.649798514127067
23,84,18.440085844221848
26,33,14.258275421845243
10,11,9.226356996063672
8,7,7.396080268736855
7,12,9.08549058735399
34,23,25.13023174237283
2,14,4.818806433620915
15,31,12.171421677753763
8,22,9.201756116232872
7,19,8.355774594439554
13,27,15.417452756932814
18,20,15.648365724611143
6,20,13.693779342852766
13,23,13.109247912352034
16,30,10.560145675300177
16,28,12.860098383265212
4,13,4.519677898523309
13,31,23.111187176886986
8,48,9.241029997526867
13,20,12.253689398420153
7,16,9.004195767991607
16,33,15.487867006332614
7,10,5.518286701071125
58,25,40.182004529450616
7,11,6.700756309230776
14,24,12.41331457061194
22,37,18.18405762936922
14,28,10.974017172010722
3,13,3.7435652935268022
7,16,8.8518804165729
6,25,8.832930948390606
18,45,18.32558057295701
19,29,16.68776984243469
3,5,3.978058393733105
14,43,15.506771018134609
44,37,34.10762363521602
8,25,10.688841260981452
22,39,16.434153838059842
9,18,6.0914481122334685
10,25,17.74724027667493
8,30,14.949304237403608
14,29,14.291061235058635
7,17,7.548456530171008
3,28,4.570702662340773
10,16,8.841193350291606
15,25,11.931018005483908
10,33,13.82350738973587
9,21,10.681718417134052
22,27,17.493578618355382
5,21,12.516833387257885
19,25,12.087079542138715
14,22,16.747671061617407
7,42,11.394922208175622
6,21,13.418163044464922
9,21,12.539003669119884
17,38,18.44662144618768
10,29,12.52919452294342
2,3,3.5205007072132393
17,18,11.353153910637785
8,20,10.412110160187952
15,16,13.763060485190149
4,19,6.296717324919968
13,27,18.272345271605708
27,40,24.365480708585487
12,29,12.606833964360364
13,28,14.878783026064069
12,34,14.667002336849107
19,55,14.677998544818333
3,18,5.914191862522897
5,30,11.28625626037159
12,24,12.386818772361561
11,24,9.45119206246392
8,17,9.135602379712868
8,41,12.265748243249272
10,41,20.38267173331238
17,30,16.52479480706804
4,25,10.417029347730434
10,31,14.480301822570631
12,25,9.844665643323182
7,24,9.792328284270459
30,27,23.52986647310599
23,34,15.874367436220757
5,18,8.849036024038018
5,19,9.297701665500659
10,27,10.072791637430754
6,11,5.819634401960969
10,24,14.31616025167107
1,2,3.995707896190534
8,22,14.624464853202802
19,33,17.41387121372902
21,37,14.390921698381083
31,34,27.346138999350764
18,43,12.52981336761658
4,18,7.4367290181464725
18,23,13.585790622331697
7,14,5.8776079296538954
10,16,6.8674463316512755
12,22,13.563134281643825
25,26,21.001540724503847
22,25,17.834047666223626
12,15,9.624146563019023
1,7,2.478150534575076
13,29,14.01548806241978
9,27,9.454151417241347
12,32,15.768589640534033
9,35,11.357197813701589
5,10,4.378212247174625
10,21,10.486941207378038
18,32,15.674735892057639
10,18,12.192375494277389
12,46,17.74096780438721
10,21,11.85904413288049
5,21,12.092055780460683
6,16,9.598329138099611
7,22,9.814649984256477
9,24,10.639685980747688
8,27,9.573873340653407
10,13,6.2499627193717995
24,18,17.1662750167037
2,12,5.288542925178314
10,19,10.391119874618164
8,22,8.674488007613306
2,17,3.2761020420258546
22,23,15.15092811156602
59,23,15.973006898171006
31,19,15.730578445382704
14,36,11.808085461501305
10,28,16.200437124488047
14,30,13.888018921261743
6,35,11.529175319606473
33,21,19.856797106862427
10,22,11.833310950464638
6,18,6.037920425249533
7,35,9.559835413092243
5,9,5.514215943710955
18,31,17.471007946829115
4,19,4.9425706299411925
15,16,12.74565929437886
9,10,6.827754238160189
14,27,12.120294601915928
8,26,12.88081545607753
16,21,14.731054636008537
4,24,10.613159534483529
11,19,11.732740625816223
4,25,12.121231364812948
4,11,6.836683849211316
17,26,14.327789154308682
2,7,2.679841140056271
14,34,16.613645313429597
17,35,18.90515710040452
7,20,9.198649494708423
12,22,13.68061302111751
2,9,3.263328766711425
21,24,19.914285281141307
12,25,14.10249516339381
4,30,7.657399944967069
15,26,11.304732131974804
4,17,5.6966620689527705
51,42,33.729283633665396
4,12,5.066101926302247
24,20,8.778443998684775
6,29,11.811191514335764
16,26,16.590105494374754
6,31,13.035563721487051
13,30,11.740290385730564
21,30,11.214025837359616
11,18,10.59049507308506
2,11,2.5020272720516576
10,25,9.411099486958653
19,35,14.5506229712824
6,25,8.621108857501364
18,25,12.310367366089372
9,24,9.673042999482044
14,18,11.469509963390335
30,23,21.582909525290425
6,24,9.555878134026734
21,25,17.087705695569667
2,14,3.4246953612681015
14,33,18.391784645295214
6,20,16.91008284589178
10,26,10.738069473070855
9,24,11.612756655066406
9,35,16.398148201571267
2,3,4.073771369129432
2,9,4.112779406985413
13,21,11.066326371444946
7,20,10.629895742352003
7,21,14.575733534440245
5,31,5.993172063472366
4,16,5.783866098309693
22,20,15.28739397036789
23,22,22.91794651737403
26,34,20.173038781287683
9,15,7.784616244941283
9,20,13.54405710884755
8,21,11.686505334981456
8,23,11.153618255013948
6,35,7.355193732261521
8,12,6.058686820306906
11,36,14.402394943766831
17,17,14.999810694996583
2,12,4.271150111328919
8,26,12.094679133401733
17,34,15.715121731281561
14,20,14.888147559046649
18,38,19.898945388949883
27,28,20.8473519326899
6,20,9.506254981672457
15,36,13.0628235477171
8,21,10.461666518111114
4,16,12.24857428488179
7,37,7.028560324059966
4,17,6.024854551765682
11,25,11.067928340250326
9,36,9.802103847611898
18,37,14.943696987841536
14,22,18.346601567549428
7,25,9.342582357648812
12,21,13.892194601199995
17,20,15.468583495102141
6,19,10.218321864941665
7,20,10.293818664751345
9,37,13.55942857142857
8,22,12.459034449444514
8,20,8.858860740916306
19,50,13.574800767013807
27,54,16.170826443550137
6,12,4.88866069784109
10,24,13.149322775575893
15,35,16.076545614750454
27,26,21.54959386837653
20,34,18.513108974358975
20,20,17.634105699855702
5,24,9.538972074982103
41,28,16.88353215012035
20,25,13.165644485123188
12,30,19.2449173427314
16,34,8.741366263457973
2,14,5.849804694774697
18,9,13.844556195651048
39,31,26.852280914310576
14,27,15.347238039226225
4,12,7.169551584042963
5,13,4.467567827920022
10,22,9.896411472230213
6,10,6.3030583825405095
6,12,4.903226284474001
16,28,12.990278533193173
11,23,12.463668434234886
6,12,6.212582768155263
13,31,18.49621998542694
3,12,4.55508012324248
33,22,25.104544219715468
3,25,9.803571201286731
4,15,6.627245080192288
2,7,3.590381634106752
6,30,11.48609236690025
6,29,19.777392540025048
44,22,36.3616628069639
7,16,9.661011143868
8,24,13.44737788734344
17,23,12.716988355205658
4,26,9.050266889995036
7,13,9.624174935557658
13,20,9.240844769976707
7,22,10.522380405255157
19,25,15.340367531143015
8,38,14.889900788749323
10,30,13.4578961154864
4,4,4.7580801640281525
13,27,15.367054245868736
15,48,18.39728058793819
9,29,11.00083235599099
11,27,11.592594292579339
7,14,8.209676191197955
14,28,13.218003530941505
7,17,9.915950617220174
22,31,18.231768573295227
12,27,12.277710594083164
20,26,19.76843492920216
16,18,14.553970276726377
11,32,15.121600610338588
7,27,5.795360955509349
8,15,6.695973110653064
16,28,14.608903339146472
8,36,12.657104946198341
13,23,12.890972632331263
30,33,21.804528197729468
41,26,29.100937583839855
43,35,31.541966285537693
8,34,7.6200619223413435
8,24,9.636769199693054
11,20,18.02447835615819
20,21,14.108174335515287
26,40,18.42422319866822
11,18,11.742962218449351
16,39,16.588086602150074
6,40,14.473898526322623
12,41,19.35358189334913
14,31,15.315951405764338
4,23,11.470004031899466
7,15,7.200253842469027
4,18,4.726770146466599
19,25,25.878171389490227
4,21,8.579569365496525
9,22,10.515456905728543
9,37,12.52199788181895
9,21,10.292540711639623
13,29,14.771810530327828
19,36,17.12647564021567
9,25,9.318906060104014
11,23,12.874571673402565
20,30,21.83467105380034
11,25,14.002500389987267
3,12,5.308742837178402
15,21,12.789470192429096
8,21,10.514424513104975
6,20,11.351848372339521
12,21,12.504744273982144
12,17,9.879853047516901
18,32,14.780728527569197
6,11,6.580630416157851
7,22,9.31800210342052
8,24,13.008624245256993
10,20,5.814686596427095
10,34,11.413535977294911
14,25,14.442862726906382
13,21,12.002893767634603
6,23,10.284871543106982
7,20,6.294907395375547
7,22,10.919557767750621
8,21,10.640483358547602
8,24,11.682349118484654
5,12,4.943957239240443
4,14,4.856280341541893
14,28,12.544158067809885
6,18,8.394016917620498
6,19,5.589378236602202
22,32,17.90940665105375
15,25,15.83796477320105
6,19,9.441875775866118
21,26,17.27808977806299
21,26,16.614511197474688
1,15,4.156192843780737
7,27,8.174164099720272
7,18,12.477957632306563
3,11,4.494385315688907
18,32,18.983318203786162
3,18,5.145296578906998
7,17,9.577620883544176
18,26,14.921874517374517
40,21,20.0994298982929
14,30,19.37886690554897
11,31,9.578310967810713
11,19,11.86145837397225
22,28,16.78604612059873
13,33,12.412217910949046
9,22,13.360104240363501
4,4,3.9423140914086447
7,23,9.338977579288253
18,19,11.251670204188812
1,17,2.53292795892079
1,12,6.060128586393318
12,21,11.619990501455787
32,21,18.509067705675058
16,36,12.449662754069024
8,19,10.338945317901553
9,17,9.908621288633846
28,26,21.210785164747623
6,13,5.423156884969977
14,28,14.488570223684688
18,27,13.55050464299512
26,42,21.107502268937786
10,21,9.739664336294483
5,17,6.43629526863633
4,17,7.593018603846036
3,14,3.4043575139181494
7,25,10.159792589028477
13,28,12.335848789604803
8,27,10.633094263579281
24,30,20.298089411569624
11,22,9.584187094112018
7,10,9.737166460283408
24,45,20.34215276509649
11,24,12.42043632847359
7,22,11.215340423998937
49,27,32.095105461285414
10,22,9.875613166993219
8,20,8.183891974608144
4,13,8.428041890665522
16,22,14.503551974048387
20,17,13.798067945916166
19,27,18.398824740716883
18,51,14.544834775423158
7,27,13.122766102668104
24,31,21.975842604771028
5,21,11.095074273901519
6,21,10.793479427579335
4,21,7.182714471362865
11,26,10.355300346447724
7,22,8.08143734118766
15,36,24.164733591233883
7,13,5.395019359537477
17,31,15.519868761917184
15,34,16.669261027886794
9,19,9.743899777364783
8,23,9.568770273307065
2,15,3.8208078873733764
13,31,13.788496393267083
15,23,12.515083807430122
13,23,13.846530339722982
15,23,17.528560166449033
24,28,18.849467063677167
11,34,11.260575489581727
5,22,9.396365117096263
10,19,9.172397658905538
14,25,13.386467211280936
7,21,11.469036010877948
15,22,16.177716403816
13,30,13.497280013985678
8,25,15.619051380952108
23,21,11.365882530083347
8,15,12.571941858300143
10,35,11.947114437526382
12,33,13.478092011379326
12,40,12.721806158233033
19,19,14.237561161611303
4,36,15.1206224217386
13,41,14.982205068446143
7,23,7.033527198070612
7,17,8.503835499457947
11,22,13.58997893624342
12,34,16.16686435838972
11,13,5.933416140675824
4,26,10.032786507936509
10,29,9.60518910338136
7,25,10.270173853093581
9,28,11.544611433858764
13,20,13.67946202955541
20,34,25.989538622826327
9,16,6.704876386918404
4,8,3.5774089515370395
5,15,9.275902328682875
13,26,14.365373348138938
8,14,8.436075452892556
17,32,15.540846343833255
29,29,15.51196768803627
7,21,8.513082443719261
21,54,12.657365996176738
13,23,10.412110160187952
11,21,12.291047937269509
18,47,20.449419686519605
4,22,10.230794621028585
9,17,12.712532390254246
22,37,21.700052377563228
4,8,5.509638324165433
17,56,12.589162550782827
15,26,18.426848642808658
8,25,12.455963965732757
43,25,31.18366233824556
7,13,5.290626791973652
12,19,16.455457847399643
32,24,15.003662448203345
6,18,8.239372093850342
9,23,12.158420839495735
7,16,8.544579220997969
11,25,11.886848299404399
6,11,4.984453797719037
27,27,20.168453444018176
4,21,9.145921646906654
13,28,17.978692664277915
8,23,8.349453676755676
31,44,18.864127892601154
17,23,15.2382726954686
13,27,11.516825511558249
16,32,15.279642914049237
7,29,9.60109439559919
7,23,12.124977110935344
3,20,4.585155811153065
9,20,10.509755768659206
14,38,12.781481412818119
6,11,5.162242149314376
21,27,13.740966832451853
10,19,8.533269494823926
18,32,11.711251964618695
27,41,20.28725553578148
10,16,9.824384637991884
1,7,2.174823132418207
23,25,15.47002756368436
23,28,22.145834616887328
